source_table,report_name,category
"s_smiv_visit_diag","จำนวนผู้ป่วยจิตเวชที่มีความเสี่ยงต่อการก่อความรุนแรง (SMI-V)ที่มารับบริการในปีงบประมาณ(คนต่อสถานพยาบาล) จำแนกตามการวินิจฉัย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smoke2year","ร้อยละของผู้ป่วยเบาหวาน และ/หรือ ความดันโลหิตสูงที่ปัจจุบันยังสูบบุหรี่ลดลงจากปีงบประมาณที่ผ่านมา","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_st5_adl","การคัดกรองความเครียด(ST-5)ในกลุ่มผู้สูงอายุ","ส่งเสริมและป้องกันปัญหาสุขภาพจิต"
"s_st5_anc","การคัดกรองความเครียด(ST-5)ในหญิงตั้งครรภ์","ส่งเสริมและป้องกันปัญหาสุขภาพจิต"
"s_st5_chronic","การคัดกรองความเครียด(ST-5)ในผู้ป่วยโรคเรื้อรัง","ส่งเสริมและป้องกันปัญหาสุขภาพจิต"
"s_st_sc1","ร้อยละของเด็กนักเรียนชั้น ป.1-6 ที่ได้รับการตรวจเหา และได้รับการแก้ไข","อนามัยโรงเรียน"
"s_st_sc2","ร้อยละของนักเรียนชั้น ป.1 ได้รัับการเฝ้าระวังภาวะโลหิตจาง","อนามัยโรงเรียน"
"s_st_sc3","การเฝ้าระวังภาวะสายตานักเรียน","อนามัยโรงเรียน"
"s_st_sc4","การเฝ้าระวังการได้ยินของนักเรียน","อนามัยโรงเรียน"
"s_stemi_death","อัตราตายของผู้ป่วยโรคกล้ามเนื้อหัวใจตายเฉียบพลันชนิด STEMI","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_stillbirth","อัตราทารกเกิดไร้ชีพ (Stillbirth rate) (≥24 สัปดาห์)","อนามัยแม่และเด็ก"
"s_stroke_admit_death","อัตราตายของผู้ป่วยใน โรคหลอดเลือดสมอง","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_stroke_admit_death62","อัตราตายของผู้ป่วยโรคหลอดเลือดสมองแตก (Hemorrhagic Stroke: I60-I62)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_stroke_admit_death63","อัตราตายของผู้ป่วยโรคหลอดเลือดสมองตีบ/อุดตัน (Ischemic Stroke: I63)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_stroke_death_age","อัตราการป่วยตายด้วยโรคหลอดเลือดสมอง","การป่วยด้วยโรคไม่ติดต่อที่สำคัญ"
